head,relation,tail
P0301,also_buy,P2486
P1122,also_buy,P3176
P2210,also_buy,P0089
P2627,also_buy,P1126
P1091,also_buy,P3005
P1540,also_buy,P0950
P1378,also_buy,P2808
P2253,also_buy,P0159
P3353,also_buy,P0174
P3052,also_buy,P2612
P2658,also_buy,P0549
P3225,also_buy,P1843
P3329,also_buy,P0561
P2500,also_buy,P0383
P1829,also_buy,P0416
P1092,also_buy,P0509
P0432,also_buy,P0548
P0447,also_buy,P0739
P2498,also_buy,P0166
P1419,also_buy,P2138
P2056,also_buy,P2987
P2061,also_buy,P1193
P0276,also_buy,P2389
P0802,also_buy,P1600
P2593,also_buy,P2591
P2954,also_buy,P0689
P1536,also_buy,P2581
P3144,also_buy,P2852
P0861,also_buy,P0371
P3169,also_buy,P0907
P2817,also_buy,P1234
P2396,also_buy,P1045
P1736,also_buy,P0112
P1909,also_buy,P2097
P0282,also_buy,P2947
P2092,also_buy,P0655
P2555,also_buy,P1382
P0524,also_buy,P0444
P2414,also_buy,P2712
P0967,also_buy,P2228
P1403,also_buy,P0670
P0548,also_buy,P0680
P2520,also_buy,P0893
P0498,also_buy,P0268
P1274,also_buy,P0758
P3475,also_buy,P0920
P0324,also_buy,P1484
P1273,also_buy,P1978
P3349,also_buy,P2383
P2832,also_buy,P1851
P2580,also_buy,P2986
P3377,also_buy,P0034
P1055,also_buy,P2555
P2999,also_buy,P2564
P2813,also_buy,P2340
P3146,also_buy,P2184
P2713,also_buy,P2089
P2691,also_buy,P0932
P0320,also_buy,P3237
P2911,also_buy,P0712
P0070,also_buy,P1551
P2707,also_buy,P0145
P1286,also_buy,P3381
P0942,also_buy,P2386
P1401,also_buy,P3250
P1269,also_buy,P1001
P3102,also_buy,P2902
P0683,also_buy,P2106
P1134,also_buy,P1420
P3447,also_buy,P2639
P0313,also_buy,P0532
P3415,also_buy,P2446
P2722,also_buy,P3106
P2308,also_buy,P0856
P2194,also_buy,P1876
P2851,also_buy,P2137
P2090,also_buy,P1107
P0826,also_buy,P0314
P0013,also_buy,P1794
P1198,also_buy,P2342
P0328,also_buy,P1076
P2160,also_buy,P1847
P1698,also_buy,P3412
P1151,also_buy,P0731
P1809,also_buy,P0888
P0018,also_buy,P0025
P2395,also_buy,P0683
P0213,also_buy,P3412
P3084,also_buy,P0415
P2183,also_buy,P2299
P1990,also_buy,P0249
P3186,also_buy,P1713
P2609,also_buy,P3421
P2451,also_buy,P3054
P2566,also_buy,P2228
P0807,also_buy,P0605
P3075,also_buy,P2337
P0605,also_buy,P3333
P1112,also_buy,P0228
P0326,also_buy,P0471
P1545,also_buy,P0707
P3451,also_buy,P2088
P0083,also_buy,P0359
P3179,also_buy,P1701
P2214,also_buy,P3256
P0141,also_buy,P1901
P0990,also_buy,P0703
P2124,also_buy,P0428
P3338,also_buy,P2352
P1899,also_buy,P1502
P2563,also_buy,P2644
P2626,also_buy,P2952
P0131,also_buy,P1862
P2010,also_buy,P0615
P0303,also_buy,P2062
P3401,also_buy,P2279
P2543,also_buy,P0075
P1764,also_buy,P1717
P1434,also_buy,P2633
P0228,also_buy,P2719
P1369,also_buy,P1743
P1481,also_buy,P1517
P0955,also_buy,P1145
P0094,also_buy,P0205
P3268,also_buy,P0614
P1783,also_buy,P2796
P2019,also_buy,P0338
P1687,also_buy,P0281
P1862,also_buy,P0552
P3280,also_buy,P1873
P1822,also_buy,P1300
P0958,also_buy,P2765
P2501,also_buy,P2319
P1355,also_buy,P1061
P0860,also_buy,P2781
P0383,also_buy,P2861
P2569,also_buy,P2579
P2670,also_buy,P1752
P0384,also_buy,P3425
P0301,also_buy,P2211
P1667,also_buy,P2418
P2118,also_buy,P0454
P1142,also_buy,P3182
P2926,also_buy,P0705
P2670,also_buy,P0473
P2076,also_buy,P1515
P2361,also_buy,P0738
P2320,also_buy,P0989
P0211,also_buy,P0102
P1208,also_buy,P2769
P1124,also_buy,P2483
P0593,also_buy,P0642
P2383,also_buy,P1091
P1690,also_buy,P3265
P2258,also_buy,P2559
P1917,also_buy,P1642
P2577,also_buy,P0417
P1669,also_buy,P3367
P1683,also_buy,P3178
P0510,also_buy,P0477
P2193,also_buy,P1524
P1897,also_buy,P0148
P3055,also_buy,P0202
P0383,also_buy,P3403
P0083,also_buy,P3468
P2349,also_buy,P0642
P0245,also_buy,P3454
P3266,also_buy,P1946
P0945,also_buy,P1814
P2259,also_buy,P2860
P1788,also_buy,P1645
P1317,also_buy,P1470
P2737,also_buy,P3287
P1938,also_buy,P0472
P2492,also_buy,P1376
P1357,also_buy,P1976
P0676,also_buy,P2322
P0175,also_buy,P0781
P1086,also_buy,P0283
P2675,also_buy,P0940
P2238,also_buy,P1713
P3325,also_buy,P1284
P0294,also_buy,P1900
P1575,also_buy,P2033
P2778,also_buy,P2699
P2630,also_buy,P2868
P2677,also_buy,P2665
P0942,also_buy,P2656
P1955,also_buy,P0608
P3264,also_buy,P1986
P0697,also_buy,P1411
P3427,also_buy,P2414
P3270,also_buy,P2925
P0116,also_buy,P1631
P0783,also_buy,P1410
P2508,also_buy,P2842
P0897,also_buy,P0495
P0640,also_buy,P3161
P0480,also_buy,P2858
P1473,also_buy,P0304
P2714,also_buy,P0190
P0124,also_buy,P2481
P2451,also_buy,P2472
P0443,also_buy,P0715
P2558,also_buy,P2415
P2158,also_buy,P0744
P2979,also_buy,P3336
P1119,also_buy,P2141
P1771,also_buy,P0384
P0892,also_buy,P2802
P0341,also_buy,P0397
P0000,also_buy,P0778
P1336,also_buy,P2129
P0107,also_buy,P1862
P1905,also_buy,P2817
P0350,also_buy,P0232
P2416,also_buy,P0377
P0680,also_buy,P0237
P2808,also_buy,P1039
P2940,also_buy,P1398
P3446,also_buy,P2753
P2377,also_buy,P0940
P2094,also_buy,P1948
P2489,also_buy,P1474
P2495,also_buy,P1542
P0924,also_buy,P2136
P2692,also_buy,P1239
P1319,also_buy,P1023
P1334,also_buy,P2972
P1128,also_buy,P1601
P2239,also_buy,P0464
P2539,also_buy,P1709
P1573,also_buy,P0708
P3387,also_buy,P0787
P3341,also_buy,P2959
P2782,also_buy,P0193
P0037,also_buy,P0780
P1817,also_buy,P0954
P1601,also_buy,P0805
P1906,also_buy,P3194
P2793,also_buy,P3435
P1409,also_buy,P1959
P3083,also_buy,P3333
P0146,also_buy,P2122
P0285,also_buy,P1356
P0261,also_buy,P2846
P2204,also_buy,P3394
P2907,also_buy,P0050
P2993,also_buy,P3230
P1865,also_buy,P2027
P2215,also_buy,P0927
P0877,also_buy,P3157
P1748,also_buy,P2156
P0758,also_buy,P1681
P0261,also_buy,P1190
P2837,also_buy,P3431
P2925,also_buy,P1240
P1624,also_buy,P1082
P3174,also_buy,P3419
P1455,also_buy,P1492
P1835,also_buy,P1435
P0909,also_buy,P0272
P0252,also_buy,P0179
P0556,also_buy,P1680
P1752,also_buy,P2288
P2494,also_buy,P2886
P1816,also_buy,P1269
P3474,also_buy,P0748
P1943,also_buy,P1307
P1820,also_buy,P0290
P1119,also_buy,P2143
P2438,also_buy,P0257
P0720,also_buy,P1527
P1432,also_buy,P0538
P2538,also_buy,P0400
P2782,also_buy,P1660
P1413,also_buy,P0830
P3202,also_buy,P2494
P3356,also_buy,P2029
P2324,also_buy,P1024
P1128,also_buy,P1849
P1030,also_buy,P0039
P0269,also_buy,P2731
P2951,also_buy,P1367
P2258,also_buy,P2648
P1691,also_buy,P3354
P1708,also_buy,P2155
P1157,also_buy,P2366
P3343,also_buy,P0703
P1821,also_buy,P3285
P0654,also_buy,P1477
P1049,also_buy,P1355
P3472,also_buy,P3181
P0693,also_buy,P2169
P0775,also_buy,P3439
P3327,also_buy,P2964
P3335,also_buy,P0610
P1123,also_buy,P0119
P3330,also_buy,P3496
P0566,also_buy,P0771
P0132,also_buy,P2135
P3008,also_buy,P2391
P2953,also_buy,P0299
P0558,also_buy,P0663
P3054,also_buy,P2377
P1155,also_buy,P0796
P2520,also_buy,P1802
P0430,also_buy,P3059
P1281,also_buy,P0148
P0438,also_buy,P0195
P0608,also_buy,P3434
P2751,also_buy,P1011
P2341,also_buy,P1222
P0475,also_buy,P1264
P2715,also_buy,P0534
P2755,also_buy,P2827
P2414,also_buy,P0229
P0252,also_buy,P2328
P1239,also_buy,P0165
P0497,also_buy,P1809
P3386,also_buy,P1977
P3382,also_buy,P2978
P1065,also_buy,P2555
P2596,also_buy,P0399
P2323,also_buy,P0716
P2086,also_buy,P0829
P0575,also_buy,P1211
P2319,also_buy,P1515
P3351,also_buy,P0396
P0458,also_buy,P0024
P2418,also_buy,P2931
P1747,also_buy,P2867
P3431,also_buy,P2911
P1849,also_buy,P0126
P2797,also_buy,P3288
P0725,also_buy,P1212
P2551,also_buy,P0261
P0300,also_buy,P3083
P1696,also_buy,P2366
P2494,also_buy,P0914
P3255,also_buy,P1222
P2955,also_buy,P1872
P2636,also_buy,P2282
P3143,also_buy,P1855
P1897,also_buy,P1696
P0585,also_buy,P2490
P1933,also_buy,P1117
P3054,also_buy,P1594
P1806,also_buy,P2485
P0855,also_buy,P0008
P2846,also_buy,P1891
P0601,also_buy,P0483
P3137,also_buy,P3010
P1989,also_buy,P3453
P2271,also_buy,P0719
P0300,also_buy,P2653
P2399,also_buy,P2870
P2783,also_buy,P0558
P1981,also_buy,P2472
P3217,also_buy,P0114
P2925,also_buy,P3292
P0227,also_buy,P1656
P3033,also_buy,P2101
P2664,also_buy,P1036
P3474,also_buy,P1611
P1190,also_buy,P0727
P2182,also_buy,P2046
P1015,also_buy,P1233
P1498,also_buy,P2708
P1810,also_buy,P1585
P0781,also_buy,P2768
P1496,also_buy,P2100
P3488,also_buy,P2987
P1880,also_buy,P0790
P0397,also_buy,P0357
P0349,also_buy,P0881
P1498,also_buy,P1181
P2983,also_buy,P2507
P0738,also_buy,P1284
P2300,also_buy,P1567
P1924,also_buy,P1122
P1309,also_buy,P1670
P3249,also_buy,P1191
P1279,also_buy,P0919
P0491,also_buy,P0841
P0671,also_buy,P2197
P0452,also_buy,P3053
P1530,also_buy,P1581
P0318,also_buy,P0831
P1720,also_buy,P2048
P0760,also_buy,P0898
P0964,also_buy,P2709
P2969,also_buy,P0595
P2550,also_buy,P2910
P0140,also_buy,P2901
P1195,also_buy,P1763
P0015,also_buy,P2119
P1199,also_buy,P1581
P2797,also_buy,P2750
P1810,also_buy,P1218
P0137,also_buy,P1925
P0545,also_buy,P1178
P3331,also_buy,P3181
P2165,also_buy,P3368
P0187,also_buy,P3104
P2931,also_buy,P0445
P2104,also_buy,P1956
P2556,also_buy,P2545
P2477,also_buy,P1979
P0419,also_buy,P3200
P1999,also_buy,P2477
P0090,also_buy,P2214
P3271,also_buy,P1040
P2281,also_buy,P0333
P1305,also_buy,P2862
P0654,also_buy,P2007
P1850,also_buy,P2852
P0434,also_buy,P0296
P1470,also_buy,P3010
P0664,also_buy,P2020
P1317,also_buy,P2876
P0057,also_buy,P1907
P2597,also_buy,P3001
P0837,also_buy,P3103
P1743,also_buy,P0339
P3486,also_buy,P3386
P0978,also_buy,P0767
P0145,also_buy,P1244
P0232,also_buy,P3278
P3436,also_buy,P1629
P3445,also_buy,P1023
P3173,also_buy,P0666
P3439,also_buy,P0699
P0794,also_buy,P1586
P0704,also_buy,P2632
P2074,also_buy,P0391
P2630,also_buy,P3449
P2914,also_buy,P3016
P2381,also_buy,P3303
P3345,also_buy,P1869
P2306,also_buy,P2551
P0325,also_buy,P3275
P0427,also_buy,P3233
P0336,also_buy,P0868
P0107,also_buy,P1944
P0938,also_buy,P1722
P1587,also_buy,P0368
P3268,also_buy,P3085
P3172,also_buy,P2455
P2884,also_buy,P1658
P1874,also_buy,P0449
P2369,also_buy,P1800
P2415,also_buy,P1767
P3223,also_buy,P2432
P1795,also_buy,P2147
P0275,also_buy,P1559
P0709,also_buy,P1643
P1555,also_buy,P2005
P0387,also_buy,P3103
P1109,also_buy,P0262
P1775,also_buy,P3256
P2235,also_buy,P0711
P1667,also_buy,P2719
P2824,also_buy,P1489
P2378,also_buy,P2019
P0168,also_buy,P0222
P1823,also_buy,P0881
P0661,also_buy,P0454
P3316,also_buy,P0565
P1851,also_buy,P0299
P2735,also_buy,P2975
P0575,also_buy,P0348
P3324,also_buy,P1451
P0505,also_buy,P3166
P2543,also_buy,P3278
P1819,also_buy,P2665
P0077,also_buy,P2485
P3455,also_buy,P1651
P3090,also_buy,P0629
P1878,also_buy,P0896
P0447,also_buy,P3258
P1756,also_buy,P1945
P0832,also_buy,P3406
P1035,also_buy,P2324
P2543,also_buy,P0613
P2269,also_buy,P3435
P1060,also_buy,P0591
P1766,also_buy,P1999
P2128,also_buy,P1696
P3010,also_buy,P0377
P3377,also_buy,P1832
P2048,also_buy,P3457
P1145,also_buy,P0038
P1327,also_buy,P1229
P2219,also_buy,P1427
P2663,also_buy,P0462
P0524,also_buy,P0070
P1670,also_buy,P0433
P0518,also_buy,P3016
P1546,also_buy,P2098
P3345,also_buy,P1950
P1019,also_buy,P1924
P0051,also_buy,P0435
P1107,also_buy,P1090
P2533,also_buy,P2773
P3487,also_buy,P3424
P2057,also_buy,P1868
P1982,also_buy,P0414
P2871,also_buy,P2828
P1503,also_buy,P2155
P2654,also_buy,P2489
P3052,also_buy,P3451
P0514,also_buy,P3110
P2017,also_buy,P2272
P3268,also_buy,P0401
P2987,also_buy,P0595
P2815,also_buy,P1464
P2440,also_buy,P2072
P0957,also_buy,P0880
P2941,also_buy,P2307
P2805,also_buy,P2305
P0314,also_buy,P2420
P2013,also_buy,P2966
P2725,also_buy,P2368
P0876,also_buy,P1719
P2054,also_buy,P1722
P3355,also_buy,P1089
P0650,also_buy,P0481
P1294,also_buy,P0277
P0330,also_buy,P2984
P0547,also_buy,P2896
P3301,also_buy,P1600
P0272,also_buy,P0028
P2407,also_buy,P2998
P0271,also_buy,P2964
P0553,also_buy,P2160
P2915,also_buy,P0618
P1962,also_buy,P1995
P1291,also_buy,P1546
P2696,also_buy,P1439
P0782,also_buy,P2485
P2321,also_buy,P3265
P2295,also_buy,P2878
P0871,also_buy,P2010
P1752,also_buy,P2930
P2566,also_buy,P2572
P1913,also_buy,P0935
P3282,also_buy,P0642
P1726,also_buy,P3089
P3464,also_buy,P3337
P1257,also_buy,P0663
P1784,also_buy,P2705
P1700,also_buy,P3159
P1843,also_buy,P1812
P0867,also_buy,P0113
P0356,also_buy,P1073
P0544,also_buy,P3359
P0827,also_buy,P1393
P2697,also_buy,P0560
P1989,also_buy,P2765
P2512,also_buy,P2760
P1096,also_buy,P0980
P1157,also_buy,P0153
P1874,also_buy,P0296
P2867,also_buy,P3038
P3063,also_buy,P1663
P0580,also_buy,P3143
P2973,also_buy,P1987
P1641,also_buy,P1785
P1062,also_buy,P1969
P2164,also_buy,P2923
P2855,also_buy,P1259
P2137,also_buy,P1778
P0115,also_buy,P2624
P1291,also_buy,P1572
P1027,also_buy,P0482
P0939,also_buy,P0326
P2901,also_buy,P0095
P1641,also_buy,P1645
P1611,also_buy,P3188
P0181,also_buy,P2966
P0628,also_buy,P2510
P2874,also_buy,P2031
P0587,also_buy,P2520
P1243,also_buy,P1366
P0481,also_buy,P0828
P2979,also_buy,P1452
P1682,also_buy,P0026
P2461,also_buy,P2424
P0213,also_buy,P0311
P2691,also_buy,P1066
P3259,also_buy,P2131
P0058,also_buy,P1647
P2271,also_buy,P0293
P0239,also_buy,P1757
P2566,also_buy,P1387
P2431,also_buy,P3411
P3051,also_buy,P1492
P2812,also_buy,P0005
P0835,also_buy,P2627
P1635,also_buy,P3431
P0890,also_buy,P2794
P3201,also_buy,P0602
P1761,also_buy,P0702
P0928,also_buy,P1944
P1320,also_buy,P0088
P1373,also_buy,P3023
P3436,also_buy,P2587
P1203,also_buy,P0858
P0630,also_buy,P0757
P2949,also_buy,P1717
P0041,also_buy,P0648
P1973,also_buy,P2294
P1122,also_buy,P1593
P2872,also_buy,P0746
P1160,also_buy,P0227
P1538,also_buy,P2819
P2116,also_buy,P0838
P1851,also_buy,P3334
P1375,also_buy,P2437
P3068,also_buy,P1060
P2936,also_buy,P1460
P2151,also_buy,P1979
P3472,also_buy,P2856
P0222,also_buy,P3265
P0590,also_buy,P0875
P3079,also_buy,P0074
P1929,also_buy,P2614
P3245,also_buy,P0266
P0176,also_buy,P3070
P1344,also_buy,P1543
P1252,also_buy,P0169
P3035,also_buy,P0091
P1690,also_buy,P1843
P1251,also_buy,P0434
P1526,also_buy,P2149
P1576,also_buy,P2028
P2500,also_buy,P1303
P2758,also_buy,P0537
P1175,also_buy,P2971
P0092,also_buy,P2593
P2198,also_buy,P2029
P2874,also_buy,P1119
P3425,also_buy,P0407
P1294,also_buy,P3095
P3495,also_buy,P2687
P3425,also_buy,P2633
P1514,also_buy,P0069
P1858,also_buy,P1359
P2014,also_buy,P1698
P1059,also_buy,P1254
P2367,also_buy,P1540
P2564,also_buy,P1014
P3178,also_buy,P2344
P0748,also_buy,P0392
P1245,also_buy,P2272
P3267,also_buy,P0491
P2335,also_buy,P1614
P1272,also_buy,P0680
P3473,also_buy,P1128
P2932,also_buy,P0252
P1157,also_buy,P3138
P0800,also_buy,P1640
P1498,also_buy,P1191
P3049,also_buy,P1324
P0324,also_buy,P2419
P0305,also_buy,P2917
P3457,also_buy,P1745
P0206,also_buy,P2623
P0725,also_buy,P2901
P0565,also_buy,P0621
P1749,also_buy,P2790
P1355,also_buy,P2915
P1728,also_buy,P2019
P2442,also_buy,P2534
P0642,also_buy,P1720
P1537,also_buy,P0550
P1238,also_buy,P0939
P1138,also_buy,P2939
P2985,also_buy,P3056
P0398,also_buy,P1898
P3226,also_buy,P2224
P2692,also_buy,P0266
P3478,also_buy,P1237
P2141,also_buy,P2774
P3017,also_buy,P0173
P2200,also_buy,P2499
P2887,also_buy,P1594
P1476,also_buy,P2984
P2661,also_buy,P2287
P1564,also_buy,P0423
P1223,also_buy,P1668
P2510,also_buy,P0622
P2690,also_buy,P3377
P0477,also_buy,P2834
P0315,also_buy,P3472
P2386,also_buy,P0910
P3351,also_buy,P2785
P1562,also_buy,P2204
P1901,also_buy,P3074
P1484,also_buy,P1961
P1127,also_buy,P0369
P0698,also_buy,P0711
P2925,also_buy,P2081
P1939,also_buy,P1755
P1989,also_buy,P0048
P2778,also_buy,P1026
P1093,also_buy,P1262
P1942,also_buy,P3289
P0290,also_buy,P2206
P1585,also_buy,P2313
P1214,also_buy,P2700
P0260,also_buy,P0931
P2468,also_buy,P0212
P1040,also_buy,P0150
P2211,also_buy,P0214
P2078,also_buy,P1670
P0575,also_buy,P2920
P2998,also_buy,P2132
P3112,also_buy,P3288
P2926,also_buy,P0948
P1300,also_buy,P2981
P2869,also_buy,P1341
P2598,also_buy,P1972
P0413,also_buy,P1153
P0753,also_buy,P1912
P0129,also_buy,P2403
P0892,also_buy,P0343
P2439,also_buy,P0340
P2977,also_buy,P0748
P2887,also_buy,P0261
P0616,also_buy,P1374
P3218,also_buy,P2686
P2387,also_buy,P3341
P1372,also_buy,P0938
P1372,also_buy,P0878
P2575,also_buy,P0551
P2947,also_buy,P1180
P0488,also_buy,P0674
P1736,also_buy,P1697
P1651,also_buy,P2854
P0728,also_buy,P2691
P0185,also_buy,P1743
P2300,also_buy,P1337
P1605,also_buy,P1689
P3203,also_buy,P3106
P3116,also_buy,P0177
P3451,also_buy,P3082
P2512,also_buy,P0014
P2900,also_buy,P0623
P2109,also_buy,P2244
P1356,also_buy,P3257
P1244,also_buy,P0281
P0286,also_buy,P3415
P0315,also_buy,P2929
P0487,also_buy,P2606
P0539,also_buy,P0118
P0368,also_buy,P1469
P0138,also_buy,P0633
P3201,also_buy,P1539
P0368,also_buy,P3494
P1373,also_buy,P1513
P3252,also_buy,P1041
P2950,also_buy,P0619
P1899,also_buy,P2830
P1826,also_buy,P2746
P0373,also_buy,P2644
P1118,also_buy,P0264
P0212,also_buy,P1276
P1465,also_buy,P0558
P2135,also_buy,P2195
P1932,also_buy,P1664
P1188,also_buy,P2994
P1768,also_buy,P2076
P2092,also_buy,P0087
P3302,also_buy,P2532
P0103,also_buy,P2899
P2795,also_buy,P1033
P2556,also_buy,P2840
P1312,also_buy,P0639
P1559,also_buy,P0113
P1373,also_buy,P2881
P0447,also_buy,P3029
P3035,also_buy,P2055
P1511,also_buy,P3404
P1201,also_buy,P3005
P3028,also_buy,P1574
P1132,also_buy,P0384
P0827,also_buy,P1991
P0595,also_buy,P3338
P3138,also_buy,P2290
P0439,also_buy,P0432
P0522,also_buy,P0685
P0855,also_buy,P0318
P1240,also_buy,P1073
P2287,also_buy,P2184
P1663,also_buy,P0937
P1701,also_buy,P1733
P2065,also_buy,P0135
P0717,also_buy,P2491
P1300,also_buy,P1505
P1097,also_buy,P2230
P1406,also_buy,P3093
P2308,also_buy,P2882
P3044,also_buy,P3150
P2592,also_buy,P2442
P1831,also_buy,P1348
P3365,also_buy,P3312
P0754,also_buy,P1687
P1419,also_buy,P3300
P3125,also_buy,P2003
P0155,also_buy,P3372
P0232,also_buy,P1418
P1681,also_buy,P0571
P2145,also_buy,P2865
P1186,also_buy,P1162
P0789,also_buy,P3201
P3274,also_buy,P0598
P2546,also_buy,P2627
P0133,also_buy,P2910
P2216,also_buy,P0360
P2892,also_buy,P0381
P1745,also_buy,P0177
P2920,also_buy,P3418
P2438,also_buy,P1683
P0729,also_buy,P2518
P2808,also_buy,P1008
P2315,also_buy,P2965
P1337,also_buy,P2981
P3208,also_buy,P3065
P2611,also_buy,P1776
P0374,also_buy,P0797
P1565,also_buy,P0381
P1328,also_buy,P3247
P0418,also_buy,P0034
P3147,also_buy,P0029
P0833,also_buy,P2030
P1056,also_buy,P2570
P2600,also_buy,P3484
P2342,also_buy,P2809
P0607,also_buy,P0508
P3269,also_buy,P0615
P0036,also_buy,P2537
P1717,also_buy,P2518
P2099,also_buy,P3189
P1582,also_buy,P0149
P0201,also_buy,P2841
P2934,also_buy,P2032
P1911,also_buy,P3457
P2802,also_buy,P1343
P1831,also_buy,P0381
P1482,also_buy,P1483
P3220,also_buy,P1353
P1579,also_buy,P0566
P2827,also_buy,P0771
P2356,also_buy,P2800
P1163,also_buy,P2034
P1704,also_buy,P1264
P1673,also_buy,P3471
P2883,also_buy,P2525
P0257,also_buy,P3017
P1155,also_buy,P3419
P1381,also_buy,P1870
P2089,also_buy,P3257
P1532,also_buy,P2537
P3398,also_buy,P2863
P2718,also_buy,P2996
P0028,also_buy,P2373
P1377,also_buy,P0491
P2467,also_buy,P2975
P2255,also_buy,P3451
P0118,also_buy,P2402
P1281,also_buy,P2443
P2535,also_buy,P3165
P0250,also_buy,P1467
P1540,also_buy,P0072
P3493,also_buy,P0881
P3364,also_buy,P0524
P1596,also_buy,P3439
P3438,also_buy,P1662
P3130,also_buy,P3375
P0548,also_buy,P2980
P2844,also_buy,P1393
P3003,also_buy,P0398
P0224,also_buy,P0953
P0397,also_buy,P1491
P3492,also_buy,P1016
P0103,also_buy,P2085
P1917,also_buy,P3327
P0137,also_buy,P0978
P0929,also_buy,P0003
P3474,also_buy,P0664
P1131,also_buy,P1680
P1982,also_buy,P1967
P1715,also_buy,P2721
P2557,also_buy,P3053
P1720,also_buy,P2267
P2673,also_buy,P2273
P1825,also_buy,P2997
P0021,also_buy,P1740
P1203,also_buy,P0367
P0231,also_buy,P2080
P0218,also_buy,P2550
P2707,also_buy,P0271
P0031,also_buy,P1924
P2686,also_buy,P0639
P2307,also_buy,P2515
P3005,also_buy,P1777
P2029,also_buy,P0700
P0720,also_buy,P1162
P3153,also_buy,P2159
P1387,also_buy,P1438
P0472,also_buy,P1397
P3457,also_buy,P2586
P1835,also_buy,P0147
P0830,also_buy,P1057
P0831,also_buy,P1159
P3248,also_buy,P2348
P0379,also_buy,P1798
P3305,also_buy,P0314
P2719,also_buy,P0204
P0216,also_buy,P0955
P2673,also_buy,P2566
P1403,also_buy,P3345
P2016,also_buy,P2563
P0167,also_buy,P1370
P2187,also_buy,P0929
P2672,also_buy,P0898
P2653,also_buy,P3259
P1261,also_buy,P3430
P2427,also_buy,P1150
P1000,also_buy,P2563
P1997,also_buy,P1164
P2009,also_buy,P1535
P0241,also_buy,P1759
P0852,also_buy,P1647
P2287,also_buy,P1380
P0854,also_buy,P2309
P2553,also_buy,P2821
P0753,also_buy,P2077
P1634,also_buy,P2955
P0839,also_buy,P1539
P2385,also_buy,P2671
P2805,also_buy,P0952
P1031,also_buy,P2761
P0327,also_buy,P0261
P3307,also_buy,P1490
P0560,also_buy,P1458
P1714,also_buy,P1101
P3239,also_buy,P0415
P2661,also_buy,P1635
P1448,also_buy,P0201
P1767,also_buy,P3448
P1215,also_buy,P0866
P2891,also_buy,P0931
P3407,also_buy,P0105
P1414,also_buy,P1208
P0249,also_buy,P3076
P2966,also_buy,P1655
P2334,also_buy,P1743
P1514,also_buy,P0409
P1130,also_buy,P2094
P0576,also_buy,P1577
P2285,also_buy,P0722
P1868,also_buy,P0578
P1388,also_buy,P1664
P3123,also_buy,P3452
P1009,also_buy,P2558
P1014,also_buy,P0151
P0255,also_buy,P2380
P3307,also_buy,P2597
P0605,also_buy,P2792
P0635,also_buy,P1140
P3172,also_buy,P0297
P0374,also_buy,P1942
P1940,also_buy,P0484
P1505,also_buy,P1441
P2881,also_buy,P0786
P1757,also_buy,P2009
P0991,also_buy,P0461
P2898,also_buy,P1980
P3250,also_buy,P1191
P0642,also_buy,P3217
P0270,also_buy,P0426
P1401,also_buy,P0541
P0418,also_buy,P3137
P2845,also_buy,P3245
P2376,also_buy,P2564
P0651,also_buy,P3355
P1775,also_buy,P3054
P2463,also_buy,P0972
P1719,also_buy,P0029
P2366,also_buy,P2406
P2028,also_buy,P0161
P1925,also_buy,P0778
P2526,also_buy,P2539
P1519,also_buy,P1490
P0410,also_buy,P0952
P0383,also_buy,P0096
P3267,also_buy,P0985
P2580,also_buy,P3478
P2328,also_buy,P2205
P1754,also_buy,P3153
P2216,also_buy,P2131
P3152,also_buy,P1759
P0796,also_buy,P1363
P2437,also_buy,P1208
P0411,also_buy,P0576
P0922,also_buy,P0039
P2750,also_buy,P3260
P1934,also_buy,P1457
P1551,also_buy,P3107
P1840,also_buy,P1235
P1280,also_buy,P1020
P1906,also_buy,P2956
P2004,also_buy,P0147
P2488,also_buy,P1619
P1038,also_buy,P0637
P0559,also_buy,P1503
P1694,also_buy,P0853
P2081,also_buy,P3177
P1490,also_buy,P0278
P1780,also_buy,P0116
P0812,also_buy,P0448
P0632,also_buy,P0260
P3177,also_buy,P2535
P0332,also_buy,P1228
P1084,also_buy,P0542
P3022,also_buy,P0785
P2216,also_buy,P0322
P1276,also_buy,P1357
P3444,also_buy,P1129
P0232,also_buy,P1002
P0565,also_buy,P1953
P2926,also_buy,P1113
P0420,also_buy,P1403
P1043,also_buy,P1774
P1028,also_buy,P0749
P0635,also_buy,P1490
P1514,also_buy,P2327
P0570,also_buy,P0558
P2045,also_buy,P0303
P2554,also_buy,P0750
P2580,also_buy,P0038
P1926,also_buy,P1239
P1125,also_buy,P0320
P2747,also_buy,P0432
P1202,also_buy,P2761
P2121,also_buy,P1576
P0670,also_buy,P2491
P3378,also_buy,P2742
P2932,also_buy,P1994
P2081,also_buy,P3426
P0774,also_buy,P0537
P2611,also_buy,P2064
P1170,also_buy,P1323
P0788,also_buy,P2133
P0472,also_buy,P3103
P0677,also_buy,P3129
P2343,also_buy,P3028
P0511,also_buy,P2570
P1777,also_buy,P3306
P0234,also_buy,P1103
P2852,also_buy,P0048
P2818,also_buy,P3138
P3299,also_buy,P3079
P0112,also_buy,P3022
P2373,also_buy,P2282
P2393,also_buy,P0922
P3009,also_buy,P1732
P2220,also_buy,P3007
P1839,also_buy,P0171
P0271,also_buy,P1925
P0593,also_buy,P0311
P1505,also_buy,P2842
P0355,also_buy,P2183
